Link,Image_Link,Category_Type,Description,Materials,Size,Measurements,Price,Brand
"https://www.thredup.com/product/women-ann-taylor-loft-brown-blazer/67776774?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/192316482/retina.jpg,Outerwear,"['Work', 'Jacket', 'Brown']",No Fabric Content,Size 2 ,Detailed measurements are not available for this item.,7.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-polyester-jones-new-york-brown-jacket/67615918?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/202081578/retina.jpg,Outerwear,"['Dry clean only', 'Classic', 'Coat', 'Solid', 'Brown']","60% Polyester, 40% Wool",Size 2 ,Detailed measurements are not available for this item.,7.99,Jones New York
"https://www.thredup.com/product/women-polyester-ann-taylor-factory-black-blazer/67578414?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/201942255/retina.jpg,Outerwear,"['Dry clean only', 'Work', 'Jacket', 'Solid', 'Black and Blue']","65% Polyester, 20% Rayon, 10% Wool, 5% Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,Ann Taylor Factory
"https://www.thredup.com/product/women-rayon-alfani-pink-jacket/67375701?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/201307571/retina.jpg,Outerwear,"['Jacket', 'Pink']","72% Rayon, 16% Cotton, 10% Acrylic, 2% Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,Alfani
"https://www.thredup.com/product/women-cotton-ann-taylor-loft-blue-jacket/67375651?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/201321237/retina.jpg,Outerwear,"['Classic', 'Jacket', 'Striped print', 'Blue']","70% Cotton, 26% Rayon, 4% Spandex",Size 0 ,Detailed measurements are not available for this item.,7.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-cotton-talbots-black-blazer/67319550?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/201155757/retina.jpg,Outerwear,"['Work', 'Jacket', 'Solid', 'Black and Blue']","99% Cotton, 1% Lycra Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,Talbots
"https://www.thredup.com/product/women-cotton-talbots-tan-blazer/67304498?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/201116411/retina.jpg,Outerwear,"['Ruched detail', 'Jacket', 'Solid', 'Tan']","98% Cotton, 2% Lycra Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,Talbots
"https://www.thredup.com/product/women-cotton-ann-taylor-loft-gray-jacket/67295564?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/201071955/retina.jpg,Outerwear,"['Classic', 'Jacket', 'Striped print', 'Gray']",100% Cotton,Size XS ,Detailed measurements are not available for this item.,7.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-silk-jones-new-york-green-silk-blazer/67229479?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/200866067/retina.jpg,Outerwear,"['Dry clean only', 'Work', 'Jacket', 'Solid', 'Green and Tan']",100% Silk,Size 2 ,Detailed measurements are not available for this item.,7.99,Jones New York
"https://www.thredup.com/product/women-triacetate-ann-taylor-black-blazer/67155913?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/200610862/retina.jpg,Outerwear,"['Work', 'Jacket', 'Solid', 'Black']","71% Triacetate, 29% Polyester",Size 2 ,Detailed measurements are not available for this item.,7.99,Ann Taylor
"https://www.thredup.com/product/women-polyester-halogen-black-blazer/67146731?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/200601379/retina.jpg,Outerwear,"['Work', 'Jacket', 'Black']","86% Polyester, 11% Rayon, 3% Elastane",Size 2 ,Detailed measurements are not available for this item.,7.99,Halogen
"https://www.thredup.com/product/women-polyester-ann-taylor-loft-black-blazer/67011926?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/200216882/retina.jpg,Outerwear,"['Ruffle accents', 'Frills & ruffles', 'Dry clean only', 'Classic', 'Jacket', 'Solid', 'Black']","46% Polyester, 45% Rayon, 6% Cotton, 3% Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,Ann Taylor LOFT
"https://www.thredup.com/product/women-linen-talbots-black-jacket/66979727?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/200124778/retina.jpg,Outerwear,"['Dry clean only', 'Classic', 'Jacket', 'Solid', 'Black']",100% Linen,Size 2 ,Detailed measurements are not available for this item.,7.99,Talbots
"https://www.thredup.com/product/women-worthington-green-jacket/66949388?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/200052680/retina.jpg,Outerwear,"['Dry clean only', 'Jacket', 'Solid', 'Green']",No Fabric Content,Size 2 ,Detailed measurements are not available for this item.,7.99,Worthington
"https://www.thredup.com/product/women-linen-liz-claiborne-tan-blazer/66840322?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/199663418/retina.jpg,Outerwear,"['Dry clean only', 'Jacket', 'Solid', 'Tan']","55% Linen, 45% Rayon",Size 2 ,Detailed measurements are not available for this item.,7.99,Liz Claiborne
"https://www.thredup.com/product/women-cotton-talbots-gray-jacket/66816956?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/199576282/retina.jpg,Outerwear,"['Boho', 'Utility jacket', 'Solid', 'Gray and Blue']",100% Cotton,Size 0 ,Detailed measurements are not available for this item.,7.99,Talbots
"https://www.thredup.com/product/women-polyurethane-boohoo-boutique-red-coat/66756937?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/199463593/retina.jpg,Outerwear,"['Dry clean only', 'Puffer coat', 'Floral Print', 'Red']",100% Polyurethane,Size 2 ,Detailed measurements are not available for this item.,7.99,Boohoo Boutique
"https://www.thredup.com/product/women-wool-the-works-saks-fifth-avenue-tan-wool-blazer/66692411?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/199208765/retina.jpg,Outerwear,"['Dry clean only', 'Work', 'Jacket', 'Solid', 'Tan and Green']","70% Wool, 30% Nylon",Size 2 ,Detailed measurements are not available for this item.,7.99,The Works Saks Fifth Avenue
"https://www.thredup.com/product/women-talbots-white-jacket/66642803?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/199010506/retina.jpg,Outerwear,"['Classic', 'Jacket', 'White']",No Fabric Content,Size 2 ,Detailed measurements are not available for this item.,7.99,Talbots
"https://www.thredup.com/product/women-polyester-tahari-by-asl-brown-blazer/66582171?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/198840194/retina.jpg,Outerwear,"['Dry clean only', 'Work', 'Jacket', 'Solid', 'Brown']",100% Polyester,Size 2 ,Detailed measurements are not available for this item.,7.99,Tahari by ASL
"https://www.thredup.com/product/women-polyester-coldwater-creek-purple-jacket/66562926?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/198776296/retina.jpg,Outerwear,"['Classic', 'Jacket', 'Solid', 'Purple']","75% Polyester, 25% Rayon",Size XS ,Detailed measurements are not available for this item.,7.99,Coldwater Creek
"https://www.thredup.com/product/women-rayon-dkny-brown-blazer/66540309?sizing_id=765,756,774",https://cf-assets-thredup.thredup.com/assets/198724759/retina.jpg,Outerwear,"['Dry clean only', 'Work', 'Jacket', 'Solid', 'Brown']","60% Rayon, 36% Wool, 4% Spandex",Size 2 ,Detailed measurements are not available for this item.,7.99,DKNY
